x,y,z
-21.503294,106.000006,-5.693541
-50.548202,118.500006,-5.692434
2.006495,78.000003,-5.691845
-0.149676,95.900005,-5.690998
-24.874800,117.900002,-5.690183
-44.756123,118.400002,-5.690174
-60.276836,111.900008,-5.690015
-32.473311,125.100005,-5.689528
0.342169,87.800002,-5.689191
-44.307795,101.300001,-5.688838
-50.185424,118.400002,-5.687675
51.005286,239.100003,-5.687131
-24.643159,124.800003,-5.686012
-8.969825,111.200011,-5.685720
-60.533595,111.800003,-5.685620
-58.534092,100.800002,-5.685569
1.931825,75.100005,-5.684929
-58.249307,100.800002,-5.684524
-29.388988,124.900007,-5.684438
-46.735713,101.200008,-5.683954
25.605831,141.600001,-5.683630
-18.760031,117.600000,-5.683492
-44.538209,101.200008,-5.683246
-21.176498,105.800009,-5.683225
-29.968143,117.900002,-5.683102
-56.261402,111.900008,-5.683018
-30.286053,117.900002,-5.682659
-61.510539,100.500000,-5.682027
-41.093770,111.900008,-5.681815
0.272742,70.000005,-5.680736
-43.806159,111.900008,-5.679787
-0.739829,105.400002,-5.679761
-1.027483,105.400002,-5.679737
-1.315133,105.400002,-5.679706
-18.106423,117.500007,-5.679407
-0.410535,95.700002,-5.679121
-19.062822,117.500007,-5.678280
-59.111935,105.900002,-5.677591
3.486861,77.800006,-5.676578
-37.250382,106.100011,-5.676394
-0.614815,87.600005,-5.676215
-60.735697,111.600006,-5.676161
-58.519894,105.900002,-5.675948
-8.651239,111.000001,-5.675706
-59.785551,100.500000,-5.674284
-1.601258,105.300009,-5.674279
-18.409598,117.400002,-5.674202
-2.175982,105.300009,-5.674179
-34.077066,124.800003,-5.673688
-49.739063,118.100011,-5.673322
1.104484,91.400003,-5.673150
-59.352374,105.800009,-5.673088
-57.339746,105.900002,-5.672951
-0.156392,100.200009,-5.672881
-59.186888,111.600006,-5.672830
-43.356377,100.999999,-5.671997
-25.587052,111.300004,-5.671199
-17.120337,117.300010,-5.670826
-17.438814,117.300010,-5.670468
-45.558423,118.000007,-5.670296
-17.757237,117.300010,-5.670106
1.057324,87.500006,-5.669686
-38.881427,111.600006,-5.668614
-57.579893,105.800009,-5.668308
-56.417042,111.600006,-5.668196
-43.297458,117.900002,-5.667138
-56.991631,105.800009,-5.666905
-43.614823,117.900002,-5.666877
-27.964506,117.500007,-5.666481
-8.333711,110.800004,-5.665686
55.341345,238.300014,-5.664984
-25.389171,132.200003,-5.664399
-59.698302,111.400008,-5.663926
-27.064884,111.200011,-5.663894
-24.208026,124.300003,-5.663654
-1.885036,105.100000,-5.663455
-19.332023,117.200005,-5.663399
-3.669399,65.400004,-5.662303
-40.646759,111.500001,-5.661771
-46.825179,100.800002,-5.661643
-21.616991,111.000001,-5.661525
-16.773157,117.100000,-5.661509
-58.464503,111.400008,-5.661489
0.892510,95.400006,-5.661283
-57.734877,100.400007,-5.660952
-58.156776,111.400008,-5.660934
-56.644356,105.700004,-5.660882
-22.518039,111.000001,-5.660256
-58.059430,105.599999,-5.659086
-55.704308,111.400008,-5.657232
-20.506521,105.300009,-5.657207
-55.398840,111.400008,-5.656857
-56.599760,95.600003,-5.656752
-41.210026,111.400008,-5.656167
-45.125526,117.700005,-5.656089
-21.897651,110.900009,-5.656005
-7.715785,110.600007,-5.655850
-8.017242,110.600007,-5.655658
